"Step","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX"
"15029","60618.44921875","60618.44921875","60618.44921875","36349.19921875","36349.19921875","36349.19921875","59386.046875","59386.046875","59386.046875","36304.5","36304.5","36304.5","58969.3984375","58969.3984375","58969.3984375","33525.94921875","33525.94921875","33525.94921875"
"15059","60483.8984375","60483.8984375","60483.8984375","36084.05078125","36084.05078125","36084.05078125","59305.796875","59305.796875","59305.796875","35855.75","35855.75","35855.75","58991.44921875","58991.44921875","58991.44921875","33109.05078125","33109.05078125","33109.05078125"
"15089","60653.69921875","60653.69921875","60653.69921875","36209.8984375","36209.8984375","36209.8984375","59553.59765625","59553.59765625","59553.59765625","36368.3984375","36368.3984375","36368.3984375","59259.1484375","59259.1484375","59259.1484375","33854.55078125","33854.55078125","33854.55078125"
"15119","60539.296875","60539.296875","60539.296875","36079.8984375","36079.8984375","36079.8984375","59267.19921875","59267.19921875","59267.19921875","36469.1484375","36469.1484375","36469.1484375","59301.84765625","59301.84765625","59301.84765625","33947.59765625","33947.59765625","33947.59765625"
"15149","60393.59765625","60393.59765625","60393.59765625","36041.8984375","36041.8984375","36041.8984375","59313.44921875","59313.44921875","59313.44921875","36108.69921875","36108.69921875","36108.69921875","59276.09765625","59276.09765625","59276.09765625","33633.55078125","33633.55078125","33633.55078125"
"15179","60575.25","60575.25","60575.25","36033.19921875","36033.19921875","36033.19921875","59375.046875","59375.046875","59375.046875","35685.69921875","35685.69921875","35685.69921875","59209.84765625","59209.84765625","59209.84765625","33757.19921875","33757.19921875","33757.19921875"
"15209","60585.19921875","60585.19921875","60585.19921875","36157.05078125","36157.05078125","36157.05078125","59323.69921875","59323.69921875","59323.69921875","36348","36348","36348","59266.59765625","59266.59765625","59266.59765625","33875.30078125","33875.30078125","33875.30078125"
"15239","60664.44921875","60664.44921875","60664.44921875","36051.8984375","36051.8984375","36051.8984375","59525.296875","59525.296875","59525.296875","36482.3984375","36482.3984375","36482.3984375","59296.19921875","59296.19921875","59296.19921875","32824.80078125","32824.80078125","32824.80078125"
"15269","60638.84765625","60638.84765625","60638.84765625","36090.3984375","36090.3984375","36090.3984375","59284.296875","59284.296875","59284.296875","36335.1484375","36335.1484375","36335.1484375","59346.8984375","59346.8984375","59346.8984375","34042.09765625","34042.09765625","34042.09765625"
"15299","60537.5","60537.5","60537.5","36003.34765625","36003.34765625","36003.34765625","59257.59765625","59257.59765625","59257.59765625","36260.6484375","36260.6484375","36260.6484375","59214.44921875","59214.44921875","59214.44921875","33544.09765625","33544.09765625","33544.09765625"
"15329","60636.796875","60636.796875","60636.796875","35953.5","35953.5","35953.5","59422.59765625","59422.59765625","59422.59765625","36650.3984375","36650.3984375","36650.3984375","59348.09765625","59348.09765625","59348.09765625","34219.34765625","34219.34765625","34219.34765625"
"15359","60592.75","60592.75","60592.75","35906.44921875","35906.44921875","35906.44921875","59347.34765625","59347.34765625","59347.34765625","35725.09765625","35725.09765625","35725.09765625","59372.5","59372.5","59372.5","33492.19921875","33492.19921875","33492.19921875"
"15389","60594.6484375","60594.6484375","60594.6484375","36068.75","36068.75","36068.75","59309.5","59309.5","59309.5","36180.84765625","36180.84765625","36180.84765625","59471.8984375","59471.8984375","59471.8984375","33946.69921875","33946.69921875","33946.69921875"
"15419","60516.69921875","60516.69921875","60516.69921875","36081.5","36081.5","36081.5","59427.44921875","59427.44921875","59427.44921875","35927.69921875","35927.69921875","35927.69921875","59438.75","59438.75","59438.75","34006.80078125","34006.80078125","34006.80078125"
"15449","60654.8984375","60654.8984375","60654.8984375","36091.80078125","36091.80078125","36091.80078125","59341.44921875","59341.44921875","59341.44921875","36139","36139","36139","59405.8984375","59405.8984375","59405.8984375","33597.5","33597.5","33597.5"
"15479","60308.046875","60308.046875","60308.046875","35764.55078125","35764.55078125","35764.55078125","59101.34765625","59101.34765625","59101.34765625","35903","35903","35903","59333.3984375","59333.3984375","59333.3984375","33705.84765625","33705.84765625","33705.84765625"
"15509","60670.6484375","60670.6484375","60670.6484375","36152.59765625","36152.59765625","36152.59765625","59318.09765625","59318.09765625","59318.09765625","36361.6484375","36361.6484375","36361.6484375","59428.796875","59428.796875","59428.796875","31370.75","31370.75","31370.75"
"15539","60621.84765625","60621.84765625","60621.84765625","36188.75","36188.75","36188.75","59344.046875","59344.046875","59344.046875","36078.25","36078.25","36078.25","59532.1484375","59532.1484375","59532.1484375","33970.75","33970.75","33970.75"
"15569","60526.75","60526.75","60526.75","36063.09765625","36063.09765625","36063.09765625","59211.8984375","59211.8984375","59211.8984375","35831.80078125","35831.80078125","35831.80078125","59465.1484375","59465.1484375","59465.1484375","33742.6484375","33742.6484375","33742.6484375"
"15599","60549","60549","60549","35966.05078125","35966.05078125","35966.05078125","59227.44921875","59227.44921875","59227.44921875","36565.59765625","36565.59765625","36565.59765625","59370.84765625","59370.84765625","59370.84765625","33834.84765625","33834.84765625","33834.84765625"
"15629","60667","60667","60667","36095.69921875","36095.69921875","36095.69921875","59283.296875","59283.296875","59283.296875","35842.6484375","35842.6484375","35842.6484375","59510.59765625","59510.59765625","59510.59765625","33916.34765625","33916.34765625","33916.34765625"
"15659","60526.1484375","60526.1484375","60526.1484375","35963.09765625","35963.09765625","35963.09765625","59281.94921875","59281.94921875","59281.94921875","36212.55078125","36212.55078125","36212.55078125","59527.046875","59527.046875","59527.046875","33951.1484375","33951.1484375","33951.1484375"
"15689","60595.296875","60595.296875","60595.296875","36083.3984375","36083.3984375","36083.3984375","59210.34765625","59210.34765625","59210.34765625","36013","36013","36013","59458.09765625","59458.09765625","59458.09765625","34040","34040","34040"
"15719","60590.19921875","60590.19921875","60590.19921875","36070.05078125","36070.05078125","36070.05078125","59366.6484375","59366.6484375","59366.6484375","36598.30078125","36598.30078125","36598.30078125","59526.34765625","59526.34765625","59526.34765625","33860.3984375","33860.3984375","33860.3984375"
"15749","60601.69921875","60601.69921875","60601.69921875","35837.80078125","35837.80078125","35837.80078125","59423","59423","59423","36157.75","36157.75","36157.75","59506.34765625","59506.34765625","59506.34765625","34084.59765625","34084.59765625","34084.59765625"
"15779","60503.94921875","60503.94921875","60503.94921875","35878.34765625","35878.34765625","35878.34765625","59128.19921875","59128.19921875","59128.19921875","36391.3984375","36391.3984375","36391.3984375","59380.84765625","59380.84765625","59380.84765625","33765.84765625","33765.84765625","33765.84765625"
"15809","60580.6484375","60580.6484375","60580.6484375","35925.59765625","35925.59765625","35925.59765625","59290.8984375","59290.8984375","59290.8984375","36197.34765625","36197.34765625","36197.34765625","59466.046875","59466.046875","59466.046875","33663.80078125","33663.80078125","33663.80078125"
"15839","60586.046875","60586.046875","60586.046875","35786.34765625","35786.34765625","35786.34765625","59335.5","59335.5","59335.5","36327.09765625","36327.09765625","36327.09765625","59417.84765625","59417.84765625","59417.84765625","33024.5","33024.5","33024.5"
"15869","60598.546875","60598.546875","60598.546875","36022.34765625","36022.34765625","36022.34765625","59277.34765625","59277.34765625","59277.34765625","36164.6484375","36164.6484375","36164.6484375","59151.19921875","59151.19921875","59151.19921875","33196.84765625","33196.84765625","33196.84765625"
"15899","60437.75","60437.75","60437.75","35969.59765625","35969.59765625","35969.59765625","59313.796875","59313.796875","59313.796875","36644.19921875","36644.19921875","36644.19921875","59055.3984375","59055.3984375","59055.3984375","33890.84765625","33890.84765625","33890.84765625"
"15929","60577.1484375","60577.1484375","60577.1484375","36211.30078125","36211.30078125","36211.30078125","59299.8984375","59299.8984375","59299.8984375","36746.55078125","36746.55078125","36746.55078125","59110.546875","59110.546875","59110.546875","34070.09765625","34070.09765625","34070.09765625"
"15959","60440.44921875","60440.44921875","60440.44921875","35756.8984375","35756.8984375","35756.8984375","59143.34765625","59143.34765625","59143.34765625","35635.55078125","35635.55078125","35635.55078125","59129.796875","59129.796875","59129.796875","33532.1484375","33532.1484375","33532.1484375"
"15989","60605.25","60605.25","60605.25","36025.34765625","36025.34765625","36025.34765625","59421.796875","59421.796875","59421.796875","36429.30078125","36429.30078125","36429.30078125","59270.5","59270.5","59270.5","34182.09765625","34182.09765625","34182.09765625"
"16019","60472.84765625","60472.84765625","60472.84765625","35918.19921875","35918.19921875","35918.19921875","59173.59765625","59173.59765625","59173.59765625","36412.05078125","36412.05078125","36412.05078125","59164.59765625","59164.59765625","59164.59765625","33620.1484375","33620.1484375","33620.1484375"
"16049","60397.69921875","60397.69921875","60397.69921875","35770.3984375","35770.3984375","35770.3984375","59142.3984375","59142.3984375","59142.3984375","36252.6484375","36252.6484375","36252.6484375","58995.8984375","58995.8984375","58995.8984375","32849.59765625","32849.59765625","32849.59765625"
"16079","60442.94921875","60442.94921875","60442.94921875","35709.8984375","35709.8984375","35709.8984375","59176.34765625","59176.34765625","59176.34765625","36330.05078125","36330.05078125","36330.05078125","59061.546875","59061.546875","59061.546875","33858.25","33858.25","33858.25"
"16109","60729.75","60729.75","60729.75","36096.34765625","36096.34765625","36096.34765625","59529.09765625","59529.09765625","59529.09765625","36039.55078125","36039.55078125","36039.55078125","59186.8984375","59186.8984375","59186.8984375","33317","33317","33317"
"16139","60665.546875","60665.546875","60665.546875","35683.44921875","35683.44921875","35683.44921875","59414.3984375","59414.3984375","59414.3984375","35624.3984375","35624.3984375","35624.3984375","58931.046875","58931.046875","58931.046875","33111.94921875","33111.94921875","33111.94921875"
"16169","60431.546875","60431.546875","60431.546875","35945.30078125","35945.30078125","35945.30078125","59284.796875","59284.796875","59284.796875","35932.25","35932.25","35932.25","59000.296875","59000.296875","59000.296875","33838.44921875","33838.44921875","33838.44921875"
"16199","60593.3984375","60593.3984375","60593.3984375","35974.6484375","35974.6484375","35974.6484375","59337.296875","59337.296875","59337.296875","36619.75","36619.75","36619.75","58855.3984375","58855.3984375","58855.3984375","33315","33315","33315"
"16229","60555.546875","60555.546875","60555.546875","35866.3984375","35866.3984375","35866.3984375","59541.75","59541.75","59541.75","35519.34765625","35519.34765625","35519.34765625","59060.19921875","59060.19921875","59060.19921875","33630.25","33630.25","33630.25"
"16259","60493.046875","60493.046875","60493.046875","35725.55078125","35725.55078125","35725.55078125","59274.09765625","59274.09765625","59274.09765625","35583.6484375","35583.6484375","35583.6484375","58680.94921875","58680.94921875","58680.94921875","33683.59765625","33683.59765625","33683.59765625"
"16289","60623","60623","60623","36056.94921875","36056.94921875","36056.94921875","59503.75","59503.75","59503.75","36565.44921875","36565.44921875","36565.44921875","58963.34765625","58963.34765625","58963.34765625","33770.05078125","33770.05078125","33770.05078125"
"16319","60649.296875","60649.296875","60649.296875","36253.09765625","36253.09765625","36253.09765625","59335.6484375","59335.6484375","59335.6484375","36382.55078125","36382.55078125","36382.55078125","58905.09765625","58905.09765625","58905.09765625","33221.55078125","33221.55078125","33221.55078125"
"16349","60501.69921875","60501.69921875","60501.69921875","36052.3984375","36052.3984375","36052.3984375","59303.94921875","59303.94921875","59303.94921875","35815.84765625","35815.84765625","35815.84765625","58805.09765625","58805.09765625","58805.09765625","33835.44921875","33835.44921875","33835.44921875"
"16379","60543.84765625","60543.84765625","60543.84765625","35811.5","35811.5","35811.5","59380.94921875","59380.94921875","59380.94921875","36266.5","36266.5","36266.5","59138.09765625","59138.09765625","59138.09765625","33636.05078125","33636.05078125","33636.05078125"
"16409","60569.34765625","60569.34765625","60569.34765625","35820.8984375","35820.8984375","35820.8984375","59365.69921875","59365.69921875","59365.69921875","36052.19921875","36052.19921875","36052.19921875","59307.19921875","59307.19921875","59307.19921875","33802.84765625","33802.84765625","33802.84765625"
"16439","60557","60557","60557","35797","35797","35797","59334.5","59334.5","59334.5","36409.6484375","36409.6484375","36409.6484375","59160","59160","59160","34060.59765625","34060.59765625","34060.59765625"
"16469","60541.046875","60541.046875","60541.046875","35899.09765625","35899.09765625","35899.09765625","59298.546875","59298.546875","59298.546875","36012.05078125","36012.05078125","36012.05078125","59095.546875","59095.546875","59095.546875","33685.75","33685.75","33685.75"
"16499","60652.1484375","60652.1484375","60652.1484375","35687.3984375","35687.3984375","35687.3984375","59263.69921875","59263.69921875","59263.69921875","35497.1484375","35497.1484375","35497.1484375","58982.34765625","58982.34765625","58982.34765625","33090.75","33090.75","33090.75"
"16529","60424.6484375","60424.6484375","60424.6484375","35950.94921875","35950.94921875","35950.94921875","59074.6484375","59074.6484375","59074.6484375","36102.3984375","36102.3984375","36102.3984375","59036.1484375","59036.1484375","59036.1484375","33576.30078125","33576.30078125","33576.30078125"
"16559","60500.34765625","60500.34765625","60500.34765625","36012.05078125","36012.05078125","36012.05078125","59309.19921875","59309.19921875","59309.19921875","36550.55078125","36550.55078125","36550.55078125","59052.34765625","59052.34765625","59052.34765625","33990.3984375","33990.3984375","33990.3984375"
"16589","60554.94921875","60554.94921875","60554.94921875","36152.09765625","36152.09765625","36152.09765625","59177","59177","59177","35812.8984375","35812.8984375","35812.8984375","58902.6484375","58902.6484375","58902.6484375","33742.59765625","33742.59765625","33742.59765625"
"16619","60279.8984375","60279.8984375","60279.8984375","35854.05078125","35854.05078125","35854.05078125","59215.94921875","59215.94921875","59215.94921875","36022.84765625","36022.84765625","36022.84765625","59081.546875","59081.546875","59081.546875","33650.3984375","33650.3984375","33650.3984375"
"16649","60417.09765625","60417.09765625","60417.09765625","36026.75","36026.75","36026.75","59175.25","59175.25","59175.25","36872.34765625","36872.34765625","36872.34765625","59102.25","59102.25","59102.25","33863.84765625","33863.84765625","33863.84765625"
"16679","60253.5","60253.5","60253.5","35662.8984375","35662.8984375","35662.8984375","59079.44921875","59079.44921875","59079.44921875","36037.84765625","36037.84765625","36037.84765625","58944.8984375","58944.8984375","58944.8984375","33659","33659","33659"
"16709","60516.8984375","60516.8984375","60516.8984375","35892","35892","35892","59370.69921875","59370.69921875","59370.69921875","36482.05078125","36482.05078125","36482.05078125","59051.546875","59051.546875","59051.546875","33544.44921875","33544.44921875","33544.44921875"
"16739","60439.296875","60439.296875","60439.296875","35824.09765625","35824.09765625","35824.09765625","59317.296875","59317.296875","59317.296875","36937.25","36937.25","36937.25","58937.59765625","58937.59765625","58937.59765625","33181.69921875","33181.69921875","33181.69921875"
"16769","60340.1484375","60340.1484375","60340.1484375","35796.25","35796.25","35796.25","59255.046875","59255.046875","59255.046875","36457.80078125","36457.80078125","36457.80078125","58872.09765625","58872.09765625","58872.09765625","33624.94921875","33624.94921875","33624.94921875"
"16799","60547.69921875","60547.69921875","60547.69921875","36052","36052","36052","59472.3984375","59472.3984375","59472.3984375","36427.6484375","36427.6484375","36427.6484375","59058.19921875","59058.19921875","59058.19921875","33295.8984375","33295.8984375","33295.8984375"
"16829","60520.84765625","60520.84765625","60520.84765625","35666.59765625","35666.59765625","35666.59765625","59347.046875","59347.046875","59347.046875","35961.8984375","35961.8984375","35961.8984375","59134.34765625","59134.34765625","59134.34765625","33140.6484375","33140.6484375","33140.6484375"
"16859","60601.046875","60601.046875","60601.046875","35367.8984375","35367.8984375","35367.8984375","59540.3984375","59540.3984375","59540.3984375","36689.44921875","36689.44921875","36689.44921875","59215.8984375","59215.8984375","59215.8984375","33574.30078125","33574.30078125","33574.30078125"
"16889","60310.25","60310.25","60310.25","35457.84765625","35457.84765625","35457.84765625","59217.546875","59217.546875","59217.546875","36564.69921875","36564.69921875","36564.69921875","59018.8984375","59018.8984375","59018.8984375","33433.1484375","33433.1484375","33433.1484375"
"16919","60534.84765625","60534.84765625","60534.84765625","35513.09765625","35513.09765625","35513.09765625","59472.25","59472.25","59472.25","36489","36489","36489","58944.09765625","58944.09765625","58944.09765625","33467.59765625","33467.59765625","33467.59765625"
"16949","60465.94921875","60465.94921875","60465.94921875","35892.94921875","35892.94921875","35892.94921875","59387.34765625","59387.34765625","59387.34765625","36517.5","36517.5","36517.5","58915.5","58915.5","58915.5","33662.30078125","33662.30078125","33662.30078125"
"16979","60530","60530","60530","35681.55078125","35681.55078125","35681.55078125","59481.19921875","59481.19921875","59481.19921875","35846.19921875","35846.19921875","35846.19921875","59093.09765625","59093.09765625","59093.09765625","33175.1484375","33175.1484375","33175.1484375"
"17009","60444.6484375","60444.6484375","60444.6484375","35811.75","35811.75","35811.75","59228.1484375","59228.1484375","59228.1484375","36347.55078125","36347.55078125","36347.55078125","59173.6484375","59173.6484375","59173.6484375","34023.80078125","34023.80078125","34023.80078125"
"17039","60485.8984375","60485.8984375","60485.8984375","35758.59765625","35758.59765625","35758.59765625","59363.1484375","59363.1484375","59363.1484375","36172.25","36172.25","36172.25","59277","59277","59277","33908.1484375","33908.1484375","33908.1484375"
"17069","60553.34765625","60553.34765625","60553.34765625","35860.8984375","35860.8984375","35860.8984375","59443.25","59443.25","59443.25","36111.94921875","36111.94921875","36111.94921875","59222.6484375","59222.6484375","59222.6484375","33526.3984375","33526.3984375","33526.3984375"
"17099","60390.546875","60390.546875","60390.546875","35776.19921875","35776.19921875","35776.19921875","59479.69921875","59479.69921875","59479.69921875","35807.3984375","35807.3984375","35807.3984375","59312.3984375","59312.3984375","59312.3984375","33897.55078125","33897.55078125","33897.55078125"
"17129","60360.6484375","60360.6484375","60360.6484375","35860.59765625","35860.59765625","35860.59765625","59329","59329","59329","35910.25","35910.25","35910.25","59207.8984375","59207.8984375","59207.8984375","34382.55078125","34382.55078125","34382.55078125"
"17159","60565.8984375","60565.8984375","60565.8984375","36099.75","36099.75","36099.75","59256.546875","59256.546875","59256.546875","35893.30078125","35893.30078125","35893.30078125","59183.75","59183.75","59183.75","33968.25","33968.25","33968.25"
"17189","60569.84765625","60569.84765625","60569.84765625","35998.75","35998.75","35998.75","59422.75","59422.75","59422.75","36094.59765625","36094.59765625","36094.59765625","59133.3984375","59133.3984375","59133.3984375","33815","33815","33815"
"17219","60505.5","60505.5","60505.5","35659.75","35659.75","35659.75","59363.8984375","59363.8984375","59363.8984375","35282.1484375","35282.1484375","35282.1484375","59098.8984375","59098.8984375","59098.8984375","33019.84765625","33019.84765625","33019.84765625"
"17249","60476.546875","60476.546875","60476.546875","35683.25","35683.25","35683.25","59498.19921875","59498.19921875","59498.19921875","36182.09765625","36182.09765625","36182.09765625","59100.44921875","59100.44921875","59100.44921875","33384.6484375","33384.6484375","33384.6484375"
"17279","60310.94921875","60310.94921875","60310.94921875","35749.84765625","35749.84765625","35749.84765625","59130.546875","59130.546875","59130.546875","35890.30078125","35890.30078125","35890.30078125","58904","58904","58904","33542","33542","33542"
"17309","60508.1484375","60508.1484375","60508.1484375","35910.5","35910.5","35910.5","59386.09765625","59386.09765625","59386.09765625","36017.55078125","36017.55078125","36017.55078125","58883.6484375","58883.6484375","58883.6484375","33472.3984375","33472.3984375","33472.3984375"
"17339","60533.09765625","60533.09765625","60533.09765625","35780.75","35780.75","35780.75","59364.046875","59364.046875","59364.046875","36214.05078125","36214.05078125","36214.05078125","59029.296875","59029.296875","59029.296875","33831.69921875","33831.69921875","33831.69921875"
"17369","60303.09765625","60303.09765625","60303.09765625","35624.19921875","35624.19921875","35624.19921875","59308.75","59308.75","59308.75","36380.80078125","36380.80078125","36380.80078125","59070.09765625","59070.09765625","59070.09765625","33663.84765625","33663.84765625","33663.84765625"
"17399","60523.09765625","60523.09765625","60523.09765625","35928.19921875","35928.19921875","35928.19921875","59423.296875","59423.296875","59423.296875","36716.94921875","36716.94921875","36716.94921875","59042.09765625","59042.09765625","59042.09765625","34103.1484375","34103.1484375","34103.1484375"
"17429","60534.75","60534.75","60534.75","35908.6484375","35908.6484375","35908.6484375","59641.19921875","59641.19921875","59641.19921875","36906.59765625","36906.59765625","36906.59765625","59133.796875","59133.796875","59133.796875","33828.1484375","33828.1484375","33828.1484375"
"17459","60478.296875","60478.296875","60478.296875","35580.75","35580.75","35580.75","59616.6484375","59616.6484375","59616.6484375","36752.8984375","36752.8984375","36752.8984375","59186.296875","59186.296875","59186.296875","33760.59765625","33760.59765625","33760.59765625"
"17489","60620.5","60620.5","60620.5","36000.69921875","36000.69921875","36000.69921875","59718.25","59718.25","59718.25","36889.30078125","36889.30078125","36889.30078125","59311.59765625","59311.59765625","59311.59765625","33903.05078125","33903.05078125","33903.05078125"
"17519","60589.1484375","60589.1484375","60589.1484375","36147.75","36147.75","36147.75","59603.3984375","59603.3984375","59603.3984375","36793.55078125","36793.55078125","36793.55078125","59364.94921875","59364.94921875","59364.94921875","33691.3984375","33691.3984375","33691.3984375"
"17549","60490.6484375","60490.6484375","60490.6484375","36047.05078125","36047.05078125","36047.05078125","59419.6484375","59419.6484375","59419.6484375","36479.1484375","36479.1484375","36479.1484375","59063.09765625","59063.09765625","59063.09765625","34099.8984375","34099.8984375","34099.8984375"
"17579","60554.25","60554.25","60554.25","35814.75","35814.75","35814.75","59484.34765625","59484.34765625","59484.34765625","36951.84765625","36951.84765625","36951.84765625","59204.5","59204.5","59204.5","34245.69921875","34245.69921875","34245.69921875"
"17609","60473.5","60473.5","60473.5","36003.19921875","36003.19921875","36003.19921875","59456.8984375","59456.8984375","59456.8984375","36572.55078125","36572.55078125","36572.55078125","59015.34765625","59015.34765625","59015.34765625","33311.30078125","33311.30078125","33311.30078125"
"17639","60657.44921875","60657.44921875","60657.44921875","35722.19921875","35722.19921875","35722.19921875","59597.69921875","59597.69921875","59597.69921875","36491.8984375","36491.8984375","36491.8984375","59089.046875","59089.046875","59089.046875","33459.84765625","33459.84765625","33459.84765625"
"17669","60631.44921875","60631.44921875","60631.44921875","36033.94921875","36033.94921875","36033.94921875","59553.6484375","59553.6484375","59553.6484375","36458.25","36458.25","36458.25","59355.59765625","59355.59765625","59355.59765625","33932.8984375","33932.8984375","33932.8984375"
"17699","60463.546875","60463.546875","60463.546875","35682.19921875","35682.19921875","35682.19921875","59348.3984375","59348.3984375","59348.3984375","36094.09765625","36094.09765625","36094.09765625","59164.8984375","59164.8984375","59164.8984375","34024.05078125","34024.05078125","34024.05078125"
"17729","60598.69921875","60598.69921875","60598.69921875","35578.30078125","35578.30078125","35578.30078125","59603.84765625","59603.84765625","59603.84765625","36671.84765625","36671.84765625","36671.84765625","59002.1484375","59002.1484375","59002.1484375","33343","33343","33343"
"17759","60413.296875","60413.296875","60413.296875","35486.69921875","35486.69921875","35486.69921875","59455.1484375","59455.1484375","59455.1484375","35903.25","35903.25","35903.25","59007.75","59007.75","59007.75","33519.69921875","33519.69921875","33519.69921875"
"17789","60448.34765625","60448.34765625","60448.34765625","35579.44921875","35579.44921875","35579.44921875","59350.44921875","59350.44921875","59350.44921875","36157.8984375","36157.8984375","36157.8984375","59151.09765625","59151.09765625","59151.09765625","33948.84765625","33948.84765625","33948.84765625"
"17819","60599.09765625","60599.09765625","60599.09765625","35716.30078125","35716.30078125","35716.30078125","59508.3984375","59508.3984375","59508.3984375","36844.8984375","36844.8984375","36844.8984375","59083.84765625","59083.84765625","59083.84765625","33455.44921875","33455.44921875","33455.44921875"
"17849","60548","60548","60548","35876.1484375","35876.1484375","35876.1484375","59397.34765625","59397.34765625","59397.34765625","36282.59765625","36282.59765625","36282.59765625","59067.19921875","59067.19921875","59067.19921875","33849.44921875","33849.44921875","33849.44921875"
"17879","60509.6484375","60509.6484375","60509.6484375","35771.69921875","35771.69921875","35771.69921875","59443.546875","59443.546875","59443.546875","36597.09765625","36597.09765625","36597.09765625","59151.3984375","59151.3984375","59151.3984375","33774.75","33774.75","33774.75"
"17909","60549.046875","60549.046875","60549.046875","35610.34765625","35610.34765625","35610.34765625","59615.19921875","59615.19921875","59615.19921875","36606.19921875","36606.19921875","36606.19921875","59171.34765625","59171.34765625","59171.34765625","33650.3984375","33650.3984375","33650.3984375"
"17939","60595.84765625","60595.84765625","60595.84765625","35640.25","35640.25","35640.25","59673.796875","59673.796875","59673.796875","36795.8984375","36795.8984375","36795.8984375","59128.34765625","59128.34765625","59128.34765625","33748.94921875","33748.94921875","33748.94921875"
"17969","60393.59765625","60393.59765625","60393.59765625","35634.1484375","35634.1484375","35634.1484375","59497.8984375","59497.8984375","59497.8984375","36868.44921875","36868.44921875","36868.44921875","59196.3984375","59196.3984375","59196.3984375","33695.69921875","33695.69921875","33695.69921875"
"17999","60520","60520","60520","35896.80078125","35896.80078125","35896.80078125","59425.796875","59425.796875","59425.796875","36640.69921875","36640.69921875","36640.69921875","58983.046875","58983.046875","58983.046875","32884.3984375","32884.3984375","32884.3984375"
"18029","60538.796875","60538.796875","60538.796875","35797.59765625","35797.59765625","35797.59765625","59479","59479","59479","36515.19921875","36515.19921875","36515.19921875","59014.25","59014.25","59014.25","33320.59765625","33320.59765625","33320.59765625"
"18059","60578.3984375","60578.3984375","60578.3984375","35846.59765625","35846.59765625","35846.59765625","59578.44921875","59578.44921875","59578.44921875","36648.34765625","36648.34765625","36648.34765625","58976.59765625","58976.59765625","58976.59765625","33331.44921875","33331.44921875","33331.44921875"
"18089","60395.6484375","60395.6484375","60395.6484375","35485.80078125","35485.80078125","35485.80078125","59468.34765625","59468.34765625","59468.34765625","36488.6484375","36488.6484375","36488.6484375","58978.546875","58978.546875","58978.546875","33831.5","33831.5","33831.5"
"18119","60509.84765625","60509.84765625","60509.84765625","35663.30078125","35663.30078125","35663.30078125","59534.3984375","59534.3984375","59534.3984375","36701","36701","36701","58939.25","58939.25","58939.25","33780.69921875","33780.69921875","33780.69921875"
"18149","60625.84765625","60625.84765625","60625.84765625","35843.30078125","35843.30078125","35843.30078125","59549.19921875","59549.19921875","59549.19921875","36613.59765625","36613.59765625","36613.59765625","59042.94921875","59042.94921875","59042.94921875","33880.25","33880.25","33880.25"
"18179","60551.296875","60551.296875","60551.296875","35907.84765625","35907.84765625","35907.84765625","59649.34765625","59649.34765625","59649.34765625","36983.75","36983.75","36983.75","59321.34765625","59321.34765625","59321.34765625","34147","34147","34147"
"18209","60568.34765625","60568.34765625","60568.34765625","35733.94921875","35733.94921875","35733.94921875","59589.75","59589.75","59589.75","37141.75","37141.75","37141.75","59108.19921875","59108.19921875","59108.19921875","32680.1484375","32680.1484375","32680.1484375"
"18239","60571.19921875","60571.19921875","60571.19921875","35554.44921875","35554.44921875","35554.44921875","59559.59765625","59559.59765625","59559.59765625","36869.3984375","36869.3984375","36869.3984375","59216.69921875","59216.69921875","59216.69921875","33649","33649","33649"
"18269","60449.69921875","60449.69921875","60449.69921875","35758.34765625","35758.34765625","35758.34765625","59647.34765625","59647.34765625","59647.34765625","36936.05078125","36936.05078125","36936.05078125","59313.796875","59313.796875","59313.796875","33309.1484375","33309.1484375","33309.1484375"
"18299","60405.5","60405.5","60405.5","35648.55078125","35648.55078125","35648.55078125","59529","59529","59529","36494.25","36494.25","36494.25","59242.046875","59242.046875","59242.046875","33179.75","33179.75","33179.75"
