"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"8399","60949.19921875","60949.19921875","60949.19921875","33432.55078125","33432.55078125","33432.55078125","61025.546875","61025.546875","61025.546875","37790.69921875","37790.69921875","37790.69921875","61092.6484375","61092.6484375","61092.6484375","34684.75","34684.75","34684.75"
"8429","60827.046875","60827.046875","60827.046875","32950.09765625","32950.09765625","32950.09765625","61112.69921875","61112.69921875","61112.69921875","37778.80078125","37778.80078125","37778.80078125","61081.69921875","61081.69921875","61081.69921875","35012.84765625","35012.84765625","35012.84765625"
"8459","60897.75","60897.75","60897.75","33328.09765625","33328.09765625","33328.09765625","60950.94921875","60950.94921875","60950.94921875","37507.80078125","37507.80078125","37507.80078125","61077.25","61077.25","61077.25","34640.19921875","34640.19921875","34640.19921875"
"8489","60898.796875","60898.796875","60898.796875","33149.75","33149.75","33149.75","61015.84765625","61015.84765625","61015.84765625","37504.59765625","37504.59765625","37504.59765625","61077.19921875","61077.19921875","61077.19921875","34799.84765625","34799.84765625","34799.84765625"
"8519","60867.8984375","60867.8984375","60867.8984375","32972.34765625","32972.34765625","32972.34765625","61017.546875","61017.546875","61017.546875","37473.5","37473.5","37473.5","61075.75","61075.75","61075.75","34581.55078125","34581.55078125","34581.55078125"
"8549","60814.84765625","60814.84765625","60814.84765625","33489.94921875","33489.94921875","33489.94921875","61078.59765625","61078.59765625","61078.59765625","37720.09765625","37720.09765625","37720.09765625","61017.296875","61017.296875","61017.296875","34611.94921875","34611.94921875","34611.94921875"
"8579","60989.44921875","60989.44921875","60989.44921875","33406.80078125","33406.80078125","33406.80078125","61113.796875","61113.796875","61113.796875","37233.94921875","37233.94921875","37233.94921875","60954.34765625","60954.34765625","60954.34765625","34698.94921875","34698.94921875","34698.94921875"
"8609","60695.1484375","60695.1484375","60695.1484375","33627.5","33627.5","33627.5","61081.796875","61081.796875","61081.796875","37594.09765625","37594.09765625","37594.09765625","60985.3984375","60985.3984375","60985.3984375","34804.84765625","34804.84765625","34804.84765625"
"8639","60904.09765625","60904.09765625","60904.09765625","32904.84765625","32904.84765625","32904.84765625","61017.296875","61017.296875","61017.296875","37702.25","37702.25","37702.25","61001.5","61001.5","61001.5","34695.80078125","34695.80078125","34695.80078125"
"8669","60849.8984375","60849.8984375","60849.8984375","33331.44921875","33331.44921875","33331.44921875","61025.59765625","61025.59765625","61025.59765625","37242.19921875","37242.19921875","37242.19921875","61172.546875","61172.546875","61172.546875","34759.30078125","34759.30078125","34759.30078125"
"8699","60968.046875","60968.046875","60968.046875","33203.69921875","33203.69921875","33203.69921875","61109.796875","61109.796875","61109.796875","37403.30078125","37403.30078125","37403.30078125","61111.3984375","61111.3984375","61111.3984375","34929","34929","34929"
"8729","60937","60937","60937","33232.94921875","33232.94921875","33232.94921875","61086.94921875","61086.94921875","61086.94921875","37226.84765625","37226.84765625","37226.84765625","61134.59765625","61134.59765625","61134.59765625","34528.84765625","34528.84765625","34528.84765625"
"8759","60978.59765625","60978.59765625","60978.59765625","33345.5","33345.5","33345.5","61082.5","61082.5","61082.5","37565.05078125","37565.05078125","37565.05078125","61054.34765625","61054.34765625","61054.34765625","34847.55078125","34847.55078125","34847.55078125"
"8789","60800.19921875","60800.19921875","60800.19921875","33394.75","33394.75","33394.75","61017.3984375","61017.3984375","61017.3984375","37555.3984375","37555.3984375","37555.3984375","60925.75","60925.75","60925.75","34797.5","34797.5","34797.5"
"8819","59888.75","59888.75","59888.75","33119","33119","33119","60819.34765625","60819.34765625","60819.34765625","37247.05078125","37247.05078125","37247.05078125","60775.75","60775.75","60775.75","34624.69921875","34624.69921875","34624.69921875"
"8849","61017.5","61017.5","61017.5","33109.8984375","33109.8984375","33109.8984375","61102.75","61102.75","61102.75","37498.44921875","37498.44921875","37498.44921875","60987.09765625","60987.09765625","60987.09765625","34804.34765625","34804.34765625","34804.34765625"
"8879","60615.6484375","60615.6484375","60615.6484375","33111.34765625","33111.34765625","33111.34765625","60966.09765625","60966.09765625","60966.09765625","37554.59765625","37554.59765625","37554.59765625","60935.69921875","60935.69921875","60935.69921875","34921.84765625","34921.84765625","34921.84765625"
"8909","60658.09765625","60658.09765625","60658.09765625","33530.8984375","33530.8984375","33530.8984375","60983.546875","60983.546875","60983.546875","37430","37430","37430","60847.1484375","60847.1484375","60847.1484375","34965.44921875","34965.44921875","34965.44921875"
"8939","60960.69921875","60960.69921875","60960.69921875","33037.75","33037.75","33037.75","61107.34765625","61107.34765625","61107.34765625","37447.05078125","37447.05078125","37447.05078125","61000.796875","61000.796875","61000.796875","34609.80078125","34609.80078125","34609.80078125"
"8969","61038","61038","61038","33090","33090","33090","61128.296875","61128.296875","61128.296875","37562.34765625","37562.34765625","37562.34765625","61115.59765625","61115.59765625","61115.59765625","34730.3984375","34730.3984375","34730.3984375"
"8999","60866.3984375","60866.3984375","60866.3984375","32948.80078125","32948.80078125","32948.80078125","61041.09765625","61041.09765625","61041.09765625","37619.44921875","37619.44921875","37619.44921875","60888.69921875","60888.69921875","60888.69921875","34778.05078125","34778.05078125","34778.05078125"
"9029","60662.59765625","60662.59765625","60662.59765625","33285.09765625","33285.09765625","33285.09765625","60993.69921875","60993.69921875","60993.69921875","37507.44921875","37507.44921875","37507.44921875","60921.84765625","60921.84765625","60921.84765625","34814.5","34814.5","34814.5"
"9059","60832","60832","60832","33111.09765625","33111.09765625","33111.09765625","60974.69921875","60974.69921875","60974.69921875","37283.6484375","37283.6484375","37283.6484375","61160.046875","61160.046875","61160.046875","34626.84765625","34626.84765625","34626.84765625"
"9089","60968.3984375","60968.3984375","60968.3984375","33387.34765625","33387.34765625","33387.34765625","61035.75","61035.75","61035.75","37631.75","37631.75","37631.75","60954.75","60954.75","60954.75","34808.05078125","34808.05078125","34808.05078125"
"9119","60921","60921","60921","33451","33451","33451","61095.046875","61095.046875","61095.046875","37140.75","37140.75","37140.75","60946.796875","60946.796875","60946.796875","34761.44921875","34761.44921875","34761.44921875"
"9149","60718.75","60718.75","60718.75","33038.09765625","33038.09765625","33038.09765625","60962","60962","60962","37227.34765625","37227.34765625","37227.34765625","61137.046875","61137.046875","61137.046875","34559.44921875","34559.44921875","34559.44921875"
"9179","60956.75","60956.75","60956.75","33537.1484375","33537.1484375","33537.1484375","60644.59765625","60644.59765625","60644.59765625","37261.05078125","37261.05078125","37261.05078125","60901.44921875","60901.44921875","60901.44921875","35187.44921875","35187.44921875","35187.44921875"
"9209","60910.34765625","60910.34765625","60910.34765625","33031.1484375","33031.1484375","33031.1484375","61124.5","61124.5","61124.5","37175.3984375","37175.3984375","37175.3984375","61137.3984375","61137.3984375","61137.3984375","34610.25","34610.25","34610.25"
"9239","60978.546875","60978.546875","60978.546875","33647.59765625","33647.59765625","33647.59765625","61064.546875","61064.546875","61064.546875","37502.94921875","37502.94921875","37502.94921875","61103.1484375","61103.1484375","61103.1484375","35038.3984375","35038.3984375","35038.3984375"
"9269","60915.8984375","60915.8984375","60915.8984375","33149.69921875","33149.69921875","33149.69921875","61053.546875","61053.546875","61053.546875","37319.1484375","37319.1484375","37319.1484375","61087.546875","61087.546875","61087.546875","34803.44921875","34803.44921875","34803.44921875"
"9299","60981.34765625","60981.34765625","60981.34765625","33494.05078125","33494.05078125","33494.05078125","61014.5","61014.5","61014.5","37336.8984375","37336.8984375","37336.8984375","61089.94921875","61089.94921875","61089.94921875","34878.44921875","34878.44921875","34878.44921875"
"9329","60772.09765625","60772.09765625","60772.09765625","33283.69921875","33283.69921875","33283.69921875","61065.8984375","61065.8984375","61065.8984375","37356.09765625","37356.09765625","37356.09765625","61017.25","61017.25","61017.25","34770.1484375","34770.1484375","34770.1484375"
"9359","61016.44921875","61016.44921875","61016.44921875","33132.25","33132.25","33132.25","61007.19921875","61007.19921875","61007.19921875","37339.30078125","37339.30078125","37339.30078125","61137","61137","61137","34769.8984375","34769.8984375","34769.8984375"
"9389","60967.8984375","60967.8984375","60967.8984375","33268.5","33268.5","33268.5","60910.84765625","60910.84765625","60910.84765625","37426.59765625","37426.59765625","37426.59765625","61015.5","61015.5","61015.5","34873.84765625","34873.84765625","34873.84765625"
"9419","60719.34765625","60719.34765625","60719.34765625","33182.8984375","33182.8984375","33182.8984375","60987.69921875","60987.69921875","60987.69921875","37599.80078125","37599.80078125","37599.80078125","60984.19921875","60984.19921875","60984.19921875","34592.30078125","34592.30078125","34592.30078125"
"9449","60721.94921875","60721.94921875","60721.94921875","32722.048828125","32722.048828125","32722.048828125","60875.69921875","60875.69921875","60875.69921875","37396.84765625","37396.84765625","37396.84765625","61049.19921875","61049.19921875","61049.19921875","34911.44921875","34911.44921875","34911.44921875"
"9479","60872.25","60872.25","60872.25","33257.05078125","33257.05078125","33257.05078125","60771.59765625","60771.59765625","60771.59765625","36993.44921875","36993.44921875","36993.44921875","61076.75","61076.75","61076.75","34851.09765625","34851.09765625","34851.09765625"
"9509","60947.25","60947.25","60947.25","33377.3984375","33377.3984375","33377.3984375","61025.296875","61025.296875","61025.296875","37006.75","37006.75","37006.75","60901.09765625","60901.09765625","60901.09765625","34966.34765625","34966.34765625","34966.34765625"
"9539","60651.5","60651.5","60651.5","33089.55078125","33089.55078125","33089.55078125","60912.25","60912.25","60912.25","37293","37293","37293","61017","61017","61017","34912.09765625","34912.09765625","34912.09765625"
"9569","60419.046875","60419.046875","60419.046875","33074.75","33074.75","33074.75","60967.25","60967.25","60967.25","37275.5","37275.5","37275.5","60796.8984375","60796.8984375","60796.8984375","34600","34600","34600"
"9599","60999.3984375","60999.3984375","60999.3984375","32494.548828125","32494.548828125","32494.548828125","61043.6484375","61043.6484375","61043.6484375","37324.69921875","37324.69921875","37324.69921875","61088.25","61088.25","61088.25","34935.05078125","34935.05078125","34935.05078125"
"9629","60955.19921875","60955.19921875","60955.19921875","33092.09765625","33092.09765625","33092.09765625","61154.5","61154.5","61154.5","37558.44921875","37558.44921875","37558.44921875","61065.5","61065.5","61065.5","34735.75","34735.75","34735.75"
"9659","60945.3984375","60945.3984375","60945.3984375","32758.548828125","32758.548828125","32758.548828125","60989.94921875","60989.94921875","60989.94921875","37237.09765625","37237.09765625","37237.09765625","61146.796875","61146.796875","61146.796875","34650.69921875","34650.69921875","34650.69921875"
"9689","60619.1484375","60619.1484375","60619.1484375","32469.298828125","32469.298828125","32469.298828125","60996.1484375","60996.1484375","60996.1484375","37315.30078125","37315.30078125","37315.30078125","60865.84765625","60865.84765625","60865.84765625","34574.09765625","34574.09765625","34574.09765625"
"9719","60882.046875","60882.046875","60882.046875","33429.59765625","33429.59765625","33429.59765625","61042.75","61042.75","61042.75","37507.75","37507.75","37507.75","61041.5","61041.5","61041.5","35184.5","35184.5","35184.5"
"9749","61047.8984375","61047.8984375","61047.8984375","33053.1484375","33053.1484375","33053.1484375","60994.1484375","60994.1484375","60994.1484375","37243.30078125","37243.30078125","37243.30078125","61274.44921875","61274.44921875","61274.44921875","34763.69921875","34763.69921875","34763.69921875"
"9779","61001.046875","61001.046875","61001.046875","33205.34765625","33205.34765625","33205.34765625","61105.25","61105.25","61105.25","37416.75","37416.75","37416.75","61277.8984375","61277.8984375","61277.8984375","35157.05078125","35157.05078125","35157.05078125"
"9809","60987.6484375","60987.6484375","60987.6484375","33145.30078125","33145.30078125","33145.30078125","60961.84765625","60961.84765625","60961.84765625","37144","37144","37144","61041.19921875","61041.19921875","61041.19921875","34748.3984375","34748.3984375","34748.3984375"
"9839","60995.8984375","60995.8984375","60995.8984375","33289.69921875","33289.69921875","33289.69921875","60998.6484375","60998.6484375","60998.6484375","37566.75","37566.75","37566.75","60870.34765625","60870.34765625","60870.34765625","34721.94921875","34721.94921875","34721.94921875"
"9869","60989.69921875","60989.69921875","60989.69921875","33124.19921875","33124.19921875","33124.19921875","61079.94921875","61079.94921875","61079.94921875","37539.6484375","37539.6484375","37539.6484375","61171.75","61171.75","61171.75","34804.59765625","34804.59765625","34804.59765625"
