"Step","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+08 - losses/mse_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+07 - losses/mse_loss__MAX","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-2.500e+07 - losses/mse_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+07 - losses/mse_loss__MAX","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-5.000e+06 - losses/mse_loss__MAX","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/mse_loss","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/mse_loss__MIN","standard-16384-LR-3e-05-Tokens-1.000e+06 - losses/mse_loss__MAX"
"16229","643.610107421875","643.610107421875","643.610107421875","","","","","","","","","","","","","","",""
"16259","616.459228515625","616.459228515625","616.459228515625","","","","","","","","","","","","","","",""
"16289","622.6426391601562","622.6426391601562","622.6426391601562","","","","","","","","","","","","","","",""
"16319","613.583984375","613.583984375","613.583984375","","","","","","","","","","","","","","",""
"16349","630.374755859375","630.374755859375","630.374755859375","","","","","","","","","","","","","","",""
"16379","615.1430053710938","615.1430053710938","615.1430053710938","","","","","","","","","","","","","","",""
"16409","630.230224609375","630.230224609375","630.230224609375","","","","","","","","","","","","","","",""
"16439","621.2496337890625","621.2496337890625","621.2496337890625","","","","","","","","","","","","","","",""
"16469","634.6173706054688","634.6173706054688","634.6173706054688","","","","","","","","","","","","","","",""
"16499","628.12353515625","628.12353515625","628.12353515625","","","","","","","","","","","","","","",""
"16529","636.4143676757812","636.4143676757812","636.4143676757812","","","","","","","","","","","","","","",""
"16559","614.7660522460938","614.7660522460938","614.7660522460938","","","","","","","","","","","","","","",""
"16589","624.73486328125","624.73486328125","624.73486328125","","","","","","","","","","","","","","",""
"16619","614.4435424804688","614.4435424804688","614.4435424804688","","","","","","","","","","","","","","",""
"16649","618.5579223632812","618.5579223632812","618.5579223632812","","","","","","","","","","","","","","",""
"16679","599.661865234375","599.661865234375","599.661865234375","","","","","","","","","","","","","","",""
"16709","619.460205078125","619.460205078125","619.460205078125","","","","","","","","","","","","","","",""
"16739","608.5756225585938","608.5756225585938","608.5756225585938","","","","","","","","","","","","","","",""
"16769","629.44287109375","629.44287109375","629.44287109375","","","","","","","","","","","","","","",""
"16799","616.041748046875","616.041748046875","616.041748046875","","","","","","","","","","","","","","",""
"16829","620.36083984375","620.36083984375","620.36083984375","","","","","","","","","","","","","","",""
"16859","610.92822265625","610.92822265625","610.92822265625","","","","","","","","","","","","","","",""
"16889","597.1475830078125","597.1475830078125","597.1475830078125","","","","","","","","","","","","","","",""
"16919","622.204345703125","622.204345703125","622.204345703125","","","","","","","","","","","","","","",""
"16949","627.256103515625","627.256103515625","627.256103515625","","","","","","","","","","","","","","",""
"16979","590.8228759765625","590.8228759765625","590.8228759765625","","","","","","","","","","","","","","",""
"17009","607.1177978515625","607.1177978515625","607.1177978515625","","","","","","","","","","","","","","",""
"17039","595.4696044921875","595.4696044921875","595.4696044921875","","","","","","","","","","","","","","",""
"17069","596.3797607421875","596.3797607421875","596.3797607421875","","","","","","","","","","","","","","",""
"17099","612.5693359375","612.5693359375","612.5693359375","","","","","","","","","","","","","","",""
"17129","616.789306640625","616.789306640625","616.789306640625","","","","","","","","","","","","","","",""
"17159","591.1430053710938","591.1430053710938","591.1430053710938","","","","","","","","","","","","","","",""
"17189","612.64453125","612.64453125","612.64453125","","","","","","","","","","","","","","",""
"17219","591.2782592773438","591.2782592773438","591.2782592773438","","","","","","","","","","","","","","",""
"17249","605.3585205078125","605.3585205078125","605.3585205078125","","","","","","","","","","","","","","",""
"17279","605.0916748046875","605.0916748046875","605.0916748046875","","","","","","","","","","","","","","",""
"17309","610.7298583984375","610.7298583984375","610.7298583984375","","","","","","","","","","","","","","",""
"17339","600.0206298828125","600.0206298828125","600.0206298828125","","","","","","","","","","","","","","",""
"17369","603.3351440429688","603.3351440429688","603.3351440429688","","","","","","","","","","","","","","",""
"17399","579.0714111328125","579.0714111328125","579.0714111328125","","","","","","","","","","","","","","",""
"17429","604.7486572265625","604.7486572265625","604.7486572265625","","","","","","","","","","","","","","",""
"17459","603.6285400390625","603.6285400390625","603.6285400390625","","","","","","","","","","","","","","",""
"17489","618.3596801757812","618.3596801757812","618.3596801757812","","","","","","","","","","","","","","",""
"17519","600.5529174804688","600.5529174804688","600.5529174804688","","","","","","","","","","","","","","",""
"17549","596.297119140625","596.297119140625","596.297119140625","","","","","","","","","","","","","","",""
"17579","585.1763916015625","585.1763916015625","585.1763916015625","","","","","","","","","","","","","","",""
"17609","588.763671875","588.763671875","588.763671875","","","","","","","","","","","","","","",""
"17639","582.5985107421875","582.5985107421875","582.5985107421875","","","","","","","","","","","","","","",""
"17669","613.4996948242188","613.4996948242188","613.4996948242188","","","","","","","","","","","","","","",""
"17699","576.705810546875","576.705810546875","576.705810546875","","","","","","","","","","","","","","",""
"17729","603.0155029296875","603.0155029296875","603.0155029296875","","","","","","","","","","","","","","",""
"17759","591.5635986328125","591.5635986328125","591.5635986328125","","","","","","","","","","","","","","",""
"17789","595.2721557617188","595.2721557617188","595.2721557617188","","","","","","","","","","","","","","",""
"17819","576.4755859375","576.4755859375","576.4755859375","","","","","","","","","","","","","","",""
"17849","588.6602783203125","588.6602783203125","588.6602783203125","","","","","","","","","","","","","","",""
"17879","593.0335693359375","593.0335693359375","593.0335693359375","","","","","","","","","","","","","","",""
"17909","595.183837890625","595.183837890625","595.183837890625","","","","","","","","","","","","","","",""
"17939","584.311767578125","584.311767578125","584.311767578125","","","","","","","","","","","","","","",""
"17969","600.8641357421875","600.8641357421875","600.8641357421875","","","","","","","","","","","","","","",""
"17999","579.5892333984375","579.5892333984375","579.5892333984375","","","","","","","","","","","","","","",""
"18029","606.672119140625","606.672119140625","606.672119140625","","","","","","","","","","","","","","",""
"18059","579.637939453125","579.637939453125","579.637939453125","","","","","","","","","","","","","","",""
"18089","604.9120483398438","604.9120483398438","604.9120483398438","","","","","","","","","","","","","","",""
"18119","581.876708984375","581.876708984375","581.876708984375","","","","","","","","","","","","","","",""
"18149","580.7411499023438","580.7411499023438","580.7411499023438","","","","","","","","","","","","","","",""
"18179","578.3118896484375","578.3118896484375","578.3118896484375","","","","","","","","","","","","","","",""
"18209","590.544189453125","590.544189453125","590.544189453125","","","","","","","","","","","","","","",""
"18239","571.634033203125","571.634033203125","571.634033203125","","","","","","","","","","","","","","",""
"18269","582.0546264648438","582.0546264648438","582.0546264648438","","","","","","","","","","","","","","",""
"18299","572.2356567382812","572.2356567382812","572.2356567382812","","","","","","","","","","","","","","",""
"18329","578.4739379882812","578.4739379882812","578.4739379882812","","","","","","","","","","","","","","",""
"18359","583.760009765625","583.760009765625","583.760009765625","","","","","","","","","","","","","","",""
"18389","585.5460205078125","585.5460205078125","585.5460205078125","","","","","","","","","","","","","","",""
"18419","574.873291015625","574.873291015625","574.873291015625","","","","","","","","","","","","","","",""
"18449","571.27978515625","571.27978515625","571.27978515625","","","","","","","","","","","","","","",""
"18479","562.4667358398438","562.4667358398438","562.4667358398438","","","","","","","","","","","","","","",""
"18509","573.6702880859375","573.6702880859375","573.6702880859375","","","","","","","","","","","","","","",""
"18539","558.7802124023438","558.7802124023438","558.7802124023438","","","","","","","","","","","","","","",""
"18569","569.4683227539062","569.4683227539062","569.4683227539062","","","","","","","","","","","","","","",""
"18599","567.60986328125","567.60986328125","567.60986328125","","","","","","","","","","","","","","",""
"18629","570.4144897460938","570.4144897460938","570.4144897460938","","","","","","","","","","","","","","",""
"18659","558.1721801757812","558.1721801757812","558.1721801757812","","","","","","","","","","","","","","",""
"18689","579.23486328125","579.23486328125","579.23486328125","","","","","","","","","","","","","","",""
"18719","566.387939453125","566.387939453125","566.387939453125","","","","","","","","","","","","","","",""
"18749","571.3532104492188","571.3532104492188","571.3532104492188","","","","","","","","","","","","","","",""
"18779","565.9395751953125","565.9395751953125","565.9395751953125","","","","","","","","","","","","","","",""
"18809","587.9920654296875","587.9920654296875","587.9920654296875","","","","","","","","","","","","","","",""
"18839","561.051025390625","561.051025390625","561.051025390625","","","","","","","","","","","","","","",""
"18869","578.8853149414062","578.8853149414062","578.8853149414062","","","","","","","","","","","","","","",""
"18899","558.9635009765625","558.9635009765625","558.9635009765625","","","","","","","","","","","","","","",""
"18929","570.3843994140625","570.3843994140625","570.3843994140625","","","","","","","","","","","","","","",""
"18959","550.0386352539062","550.0386352539062","550.0386352539062","","","","","","","","","","","","","","",""
"18989","580.6090698242188","580.6090698242188","580.6090698242188","","","","","","","","","","","","","","",""
"19019","556.60546875","556.60546875","556.60546875","","","","","","","","","","","","","","",""
"19049","568.192626953125","568.192626953125","568.192626953125","","","","","","","","","","","","","","",""
"19079","561.11474609375","561.11474609375","561.11474609375","","","","","","","","","","","","","","",""
"19109","562.9208984375","562.9208984375","562.9208984375","","","","","","","","","","","","","","",""
"19139","548.2296142578125","548.2296142578125","548.2296142578125","","","","","","","","","","","","","","",""
"19169","563.5510864257812","563.5510864257812","563.5510864257812","","","","","","","","","","","","","","",""
"19199","563.3107299804688","563.3107299804688","563.3107299804688","","","","","","","","","","","","","","",""
"19229","578.9559326171875","578.9559326171875","578.9559326171875","","","","","","","","","","","","","","",""
"19259","551.18017578125","551.18017578125","551.18017578125","","","","","","","","","","","","","","",""
"19289","558.5424194335938","558.5424194335938","558.5424194335938","","","","","","","","","","","","","","",""
"19319","549.7389526367188","549.7389526367188","549.7389526367188","","","","","","","","","","","","","","",""
"19349","546.9044189453125","546.9044189453125","546.9044189453125","","","","","","","","","","","","","","",""
"19379","544.0654296875","544.0654296875","544.0654296875","","","","","","","","","","","","","","",""
"19409","561.118896484375","561.118896484375","561.118896484375","","","","","","","","","","","","","","",""
"19439","542.755126953125","542.755126953125","542.755126953125","","","","","","","","","","","","","","",""
"19469","558.818603515625","558.818603515625","558.818603515625","","","","","","","","","","","","","","",""
"19499","546.0699462890625","546.0699462890625","546.0699462890625","","","","","","","","","","","","","","",""
"19529","554.97705078125","554.97705078125","554.97705078125","","","","","","","","","","","","","","",""
"19559","551.0735473632812","551.0735473632812","551.0735473632812","","","","","","","","","","","","","","",""
"19589","553.8228759765625","553.8228759765625","553.8228759765625","","","","","","","","","","","","","","",""
"19619","550.7988891601562","550.7988891601562","550.7988891601562","","","","","","","","","","","","","","",""
"19649","564.21484375","564.21484375","564.21484375","","","","","","","","","","","","","","",""
"19679","536.689697265625","536.689697265625","536.689697265625","","","","","","","","","","","","","","",""
"19709","559.52197265625","559.52197265625","559.52197265625","","","","","","","","","","","","","","",""
"19739","545.7960205078125","545.7960205078125","545.7960205078125","","","","","","","","","","","","","","",""
"19769","553.3947143554688","553.3947143554688","553.3947143554688","","","","","","","","","","","","","","",""
"19799","544.7413940429688","544.7413940429688","544.7413940429688","","","","","","","","","","","","","","",""
"19829","547.825439453125","547.825439453125","547.825439453125","","","","","","","","","","","","","","",""
"19859","537.3062744140625","537.3062744140625","537.3062744140625","","","","","","","","","","","","","","",""
"19889","559.3787231445312","559.3787231445312","559.3787231445312","","","","","","","","","","","","","","",""
"19919","534.079833984375","534.079833984375","534.079833984375","","","","","","","","","","","","","","",""
"19949","552.7457275390625","552.7457275390625","552.7457275390625","","","","","","","","","","","","","","",""
"19979","538.6236572265625","538.6236572265625","538.6236572265625","","","","","","","","","","","","","","",""
"20009","536.7116088867188","536.7116088867188","536.7116088867188","","","","","","","","","","","","","","",""
"20039","540.4468994140625","540.4468994140625","540.4468994140625","","","","","","","","","","","","","","",""
"20069","547.8820190429688","547.8820190429688","547.8820190429688","","","","","","","","","","","","","","",""
"20099","533.7650756835938","533.7650756835938","533.7650756835938","","","","","","","","","","","","","","",""
"20129","541.2564697265625","541.2564697265625","541.2564697265625","","","","","","","","","","","","","","",""
"20159","528.7243041992188","528.7243041992188","528.7243041992188","","","","","","","","","","","","","","",""
"20189","544.2964477539062","544.2964477539062","544.2964477539062","","","","","","","","","","","","","","",""
"20219","521.1004028320312","521.1004028320312","521.1004028320312","","","","","","","","","","","","","","",""
"20249","549.5418701171875","549.5418701171875","549.5418701171875","","","","","","","","","","","","","","",""
"20279","538.59521484375","538.59521484375","538.59521484375","","","","","","","","","","","","","","",""
"20309","543.8472900390625","543.8472900390625","543.8472900390625","","","","","","","","","","","","","","",""
"20339","538.6016235351562","538.6016235351562","538.6016235351562","","","","","","","","","","","","","","",""
"20369","540.2068481445312","540.2068481445312","540.2068481445312","","","","","","","","","","","","","","",""
"20399","534.5245361328125","534.5245361328125","534.5245361328125","","","","","","","","","","","","","","",""
"20429","537.939697265625","537.939697265625","537.939697265625","","","","","","","","","","","","","","",""
"20459","536.111328125","536.111328125","536.111328125","","","","","","","","","","","","","","",""
"20489","547.843017578125","547.843017578125","547.843017578125","","","","","","","","","","","","","","",""
"20519","524.7078857421875","524.7078857421875","524.7078857421875","","","","","","","","","","","","","","",""
"20549","528.01318359375","528.01318359375","528.01318359375","","","","","","","","","","","","","","",""
"20579","526.4715576171875","526.4715576171875","526.4715576171875","","","","","","","","","","","","","","",""
"20609","531.6498413085938","531.6498413085938","531.6498413085938","","","","","","","","","","","","","","",""
"20639","532.7723388671875","532.7723388671875","532.7723388671875","","","","","","","","","","","","","","",""
"20669","550.1055908203125","550.1055908203125","550.1055908203125","","","","","","","","","","","","","","",""
"20699","529.2491455078125","529.2491455078125","529.2491455078125","","","","","","","","","","","","","","",""
"20729","530.916259765625","530.916259765625","530.916259765625","","","","","","","","","","","","","","",""
"20759","526.4686279296875","526.4686279296875","526.4686279296875","","","","","","","","","","","","","","",""
"20789","543.0859375","543.0859375","543.0859375","","","","","","","","","","","","","","",""
"20819","519.6158447265625","519.6158447265625","519.6158447265625","","","","","","","","","","","","","","",""
"20849","530.4991455078125","530.4991455078125","530.4991455078125","","","","","","","","","","","","","","",""
"20879","515.4269409179688","515.4269409179688","515.4269409179688","","","","","","","","","","","","","","",""
"20909","532.6204833984375","532.6204833984375","532.6204833984375","","","","","","","","","","","","","","",""
"20939","516.1729125976562","516.1729125976562","516.1729125976562","","","","","","","","","","","","","","",""
"20969","539.6492309570312","539.6492309570312","539.6492309570312","","","","","","","","","","","","","","",""
"20999","523.3756713867188","523.3756713867188","523.3756713867188","","","","","","","","","","","","","","",""
"21029","523.6685791015625","523.6685791015625","523.6685791015625","","","","","","","","","","","","","","",""
"21059","529.3426513671875","529.3426513671875","529.3426513671875","","","","","","","","","","","","","","",""
"21089","533.7166748046875","533.7166748046875","533.7166748046875","","","","","","","","","","","","","","",""
"21119","521.7196044921875","521.7196044921875","521.7196044921875","","","","","","","","","","","","","","",""
"21149","532.2012939453125","532.2012939453125","532.2012939453125","","","","","","","","","","","","","","",""
"21179","514.1387939453125","514.1387939453125","514.1387939453125","","","","","","","","","","","","","","",""
"21209","527.2708129882812","527.2708129882812","527.2708129882812","","","","","","","","","","","","","","",""
"21239","513.648681640625","513.648681640625","513.648681640625","","","","","","","","","","","","","","",""
"21269","527.7516479492188","527.7516479492188","527.7516479492188","","","","","","","","","","","","","","",""
"21299","507.530517578125","507.530517578125","507.530517578125","","","","","","","","","","","","","","",""
"21329","513.5789794921875","513.5789794921875","513.5789794921875","","","","","","","","","","","","","","",""
"21359","509.1065979003906","509.1065979003906","509.1065979003906","","","","","","","","","","","","","","",""
"21389","512.3648681640625","512.3648681640625","512.3648681640625","","","","","","","","","","","","","","",""
"21419","509.5328674316406","509.5328674316406","509.5328674316406","","","","","","","","","","","","","","",""
"21449","512.839111328125","512.839111328125","512.839111328125","","","","","","","","","","","","","","",""
"21479","511.9525146484375","511.9525146484375","511.9525146484375","","","","","","","","","","","","","","",""
"21509","529.6472778320312","529.6472778320312","529.6472778320312","","","","","","","","","","","","","","",""
"21539","509.83575439453125","509.83575439453125","509.83575439453125","","","","","","","","","","","","","","",""
"21569","507.81951904296875","507.81951904296875","507.81951904296875","","","","","","","","","","","","","","",""
"21599","511.76885986328125","511.76885986328125","511.76885986328125","","","","","","","","","","","","","","",""
"21629","514.1087646484375","514.1087646484375","514.1087646484375","","","","","","","","","","","","","","",""
"21659","510.8221435546875","510.8221435546875","510.8221435546875","","","","","","","","","","","","","","",""
"21689","524.250244140625","524.250244140625","524.250244140625","","","","","","","","","","","","","","",""
"21719","499.2301025390625","499.2301025390625","499.2301025390625","","","","","","","","","","","","","","",""
"21749","529.9959106445312","529.9959106445312","529.9959106445312","","","","","","","","","","","","","","",""
"21779","507.477783203125","507.477783203125","507.477783203125","","","","","","","","","","","","","","",""
"21809","515.7366943359375","515.7366943359375","515.7366943359375","","","","","","","","","","","","","","",""
"21839","504.2867126464844","504.2867126464844","504.2867126464844","","","","","","","","","","","","","","",""
"21869","522.7789306640625","522.7789306640625","522.7789306640625","","","","","","","","","","","","","","",""
"21899","503.4761962890625","503.4761962890625","503.4761962890625","","","","","","","","","","","","","","",""
"21929","513.8861083984375","513.8861083984375","513.8861083984375","","","","","","","","","","","","","","",""
"21959","505.2471923828125","505.2471923828125","505.2471923828125","","","","","","","","","","","","","","",""
"21989","503.46337890625","503.46337890625","503.46337890625","","","","","","","","","","","","","","",""
"22019","494.3314208984375","494.3314208984375","494.3314208984375","","","","","","","","","","","","","","",""
"22049","513.4105834960938","513.4105834960938","513.4105834960938","","","","","","","","","","","","","","",""
"22079","501.21484375","501.21484375","501.21484375","","","","","","","","","","","","","","",""
"22109","514.2991333007812","514.2991333007812","514.2991333007812","","","","","","","","","","","","","","",""
"22139","496.64031982421875","496.64031982421875","496.64031982421875","","","","","","","","","","","","","","",""
"22169","523.0570068359375","523.0570068359375","523.0570068359375","","","","","","","","","","","","","","",""
"22199","499.6458740234375","499.6458740234375","499.6458740234375","","","","","","","","","","","","","","",""
"22229","521.1563110351562","521.1563110351562","521.1563110351562","","","","","","","","","","","","","","",""
"22259","511.9859313964844","511.9859313964844","511.9859313964844","","","","","","","","","","","","","","",""
"22289","514.6129760742188","514.6129760742188","514.6129760742188","","","","","","","","","","","","","","",""
"22319","502.40814208984375","502.40814208984375","502.40814208984375","","","","","","","","","","","","","","",""
"22349","509.6568603515625","509.6568603515625","509.6568603515625","","","","","","","","","","","","","","",""
"22379","501.2986145019531","501.2986145019531","501.2986145019531","","","","","","","","","","","","","","",""
"22409","505.3693542480469","505.3693542480469","505.3693542480469","","","","","","","","","","","","","","",""
"22439","494.1934814453125","494.1934814453125","494.1934814453125","","","","","","","","","","","","","","",""
"22469","504.621826171875","504.621826171875","504.621826171875","","","","","","","","","","","","","","",""
"22499","503.66961669921875","503.66961669921875","503.66961669921875","","","","","","","","","","","","","","",""
"22529","506.439208984375","506.439208984375","506.439208984375","","","","","","","","","","","","","","",""
"22559","487.4027099609375","487.4027099609375","487.4027099609375","","","","","","","","","","","","","","",""
"22589","506.32415771484375","506.32415771484375","506.32415771484375","","","","","","","","","","","","","","",""
"22619","491.27471923828125","491.27471923828125","491.27471923828125","","","","","","","","","","","","","","",""
"22649","502.5711669921875","502.5711669921875","502.5711669921875","","","","","","","","","","","","","","",""
"22679","491.38958740234375","491.38958740234375","491.38958740234375","","","","","","","","","","","","","","",""
"22709","499.79412841796875","499.79412841796875","499.79412841796875","","","","","","","","","","","","","","",""
"22739","495.5224304199219","495.5224304199219","495.5224304199219","","","","","","","","","","","","","","",""
"22769","505.3405456542969","505.3405456542969","505.3405456542969","","","","","","","","","","","","","","",""
"22799","496.140869140625","496.140869140625","496.140869140625","","","","","","","","","","","","","","",""
"22829","498.52825927734375","498.52825927734375","498.52825927734375","","","","","","","","","","","","","","",""
"22859","504.9315185546875","504.9315185546875","504.9315185546875","","","","","","","","","","","","","","",""
"22889","503.2647705078125","503.2647705078125","503.2647705078125","","","","","","","","","","","","","","",""
"22919","495.2752685546875","495.2752685546875","495.2752685546875","","","","","","","","","","","","","","",""
"22949","496.04388427734375","496.04388427734375","496.04388427734375","","","","","","","","","","","","","","",""
"22979","490.6035461425781","490.6035461425781","490.6035461425781","","","","","","","","","","","","","","",""
"23009","495.7883605957031","495.7883605957031","495.7883605957031","","","","","","","","","","","","","","",""
"23039","483.373046875","483.373046875","483.373046875","","","","","","","","","","","","","","",""
"23069","501.0180358886719","501.0180358886719","501.0180358886719","","","","","","","","","","","","","","",""
"23099","493.134521484375","493.134521484375","493.134521484375","","","","","","","","","","","","","","",""
"23129","490.14752197265625","490.14752197265625","490.14752197265625","","","","","","","","","","","","","","",""
"23159","491.1387939453125","491.1387939453125","491.1387939453125","","","","","","","","","","","","","","",""
"23189","499.9202575683594","499.9202575683594","499.9202575683594","","","","","","","","","","","","","","",""
"23219","484.57379150390625","484.57379150390625","484.57379150390625","","","","","","","","","","","","","","",""
"23249","491.12603759765625","491.12603759765625","491.12603759765625","","","","","","","","","","","","","","",""
"23279","492.55712890625","492.55712890625","492.55712890625","","","","","","","","","","","","","","",""
"23309","488.7314453125","488.7314453125","488.7314453125","","","","","","","","","","","","","","",""
"23339","488.1831359863281","488.1831359863281","488.1831359863281","","","","","","","","","","","","","","",""
"23369","498.62591552734375","498.62591552734375","498.62591552734375","","","","","","","","","","","","","","",""
"23399","488.22454833984375","488.22454833984375","488.22454833984375","","","","","","","","","","","","","","",""
"23429","492.2789306640625","492.2789306640625","492.2789306640625","","","","","","","","","","","","","","",""
"23459","489.74578857421875","489.74578857421875","489.74578857421875","","","","","","","","","","","","","","",""
"23489","493.3204040527344","493.3204040527344","493.3204040527344","","","","","","","","","","","","","","",""
"23519","482.451171875","482.451171875","482.451171875","","","","","","","","","","","","","","",""
"23549","489.53631591796875","489.53631591796875","489.53631591796875","","","","","","","","","","","","","","",""
"23579","472.3016662597656","472.3016662597656","472.3016662597656","","","","","","","","","","","","","","",""
"23609","488.8778991699219","488.8778991699219","488.8778991699219","","","","","","","","","","","","","","",""
"23639","486.8465881347656","486.8465881347656","486.8465881347656","","","","","","","","","","","","","","",""
"23669","484.3273010253906","484.3273010253906","484.3273010253906","","","","","","","","","","","","","","",""
"23699","471.1319274902344","471.1319274902344","471.1319274902344","","","","","","","","","","","","","","",""
"23729","495.0662841796875","495.0662841796875","495.0662841796875","","","","","","","","","","","","","","",""
"23759","481.2443542480469","481.2443542480469","481.2443542480469","","","","","","","","","","","","","","",""
"23789","492.3040771484375","492.3040771484375","492.3040771484375","","","","","","","","","","","","","","",""
"23819","477.03790283203125","477.03790283203125","477.03790283203125","","","","","","","","","","","","","","",""
"23849","494.6631774902344","494.6631774902344","494.6631774902344","","","","","","","","","","","","","","",""
"23879","469.85711669921875","469.85711669921875","469.85711669921875","","","","","","","","","","","","","","",""
"23909","492.65142822265625","492.65142822265625","492.65142822265625","","","","","","","","","","","","","","",""
"23939","482.67919921875","482.67919921875","482.67919921875","","","","","","","","","","","","","","",""
"23969","487.08367919921875","487.08367919921875","487.08367919921875","","","","","","","","","","","","","","",""
"23999","477.4171447753906","477.4171447753906","477.4171447753906","","","","","","","","","","","","","","",""
"24029","490.8490295410156","490.8490295410156","490.8490295410156","","","","","","","","","","","","","","",""
"24059","487.62139892578125","487.62139892578125","487.62139892578125","","","","","","","","","","","","","","",""
"24089","482.9900817871094","482.9900817871094","482.9900817871094","","","","","","","","","","","","","","",""
"24119","475.6575622558594","475.6575622558594","475.6575622558594","","","","","","","","","","","","","","",""
"24149","483.45928955078125","483.45928955078125","483.45928955078125","","","","","","","","","","","","","","",""
"24179","473.6439208984375","473.6439208984375","473.6439208984375","","","","","","","","","","","","","","",""
"24209","487.0043029785156","487.0043029785156","487.0043029785156","","","","","","","","","","","","","","",""
"24239","471.70867919921875","471.70867919921875","471.70867919921875","","","","","","","","","","","","","","",""
"24269","484.2840576171875","484.2840576171875","484.2840576171875","","","","","","","","","","","","","","",""
"24299","478.098388671875","478.098388671875","478.098388671875","","","","","","","","","","","","","","",""
"24329","487.072021484375","487.072021484375","487.072021484375","","","","","","","","","","","","","","",""
"24359","469.93463134765625","469.93463134765625","469.93463134765625","","","","","","","","","","","","","","",""
"24389","474.18743896484375","474.18743896484375","474.18743896484375","","","","","","","","","","","","","","",""
